Customer ID,Recency,Frequency,Monetary,Cluster
13616.0,203,35,283.85,1
13617.0,43,63,734.57,0
13619.0,179,45,224.94,1
13620.0,163,5,112.34,1
13622.0,331,32,658.95,1
13623.0,15,206,1805.32,0
13624.0,23,22,462.08,0
13625.0,231,21,301.26,1
13626.0,14,25,449.81,0
13627.0,123,37,607.43,0
13628.0,311,16,310.14,1
13629.0,48,28,5578.5,0
13632.0,29,75,1526.88,0
13634.0,9,260,3486.41,0
13635.0,77,100,1928.1299999999999,0
13639.0,71,19,312.93,0
13640.0,246,4,405.0,1
13641.0,275,44,1016.47,1
13642.0,67,48,159.92,0
13643.0,17,74,1637.33,0
13646.0,34,58,326.25,0
13647.0,129,61,1393.56,0
13648.0,35,106,1764.02,0
13649.0,1,100,1304.88,0
13650.0,9,76,1451.66,0
13651.0,16,8,132.65,0
13652.0,3,96,1475.77,0
13653.0,122,9,152.2,0
13654.0,15,163,3600.67,0
13655.0,9,63,1347.54,0
13656.0,134,38,699.2,0
13658.0,18,129,3386.33,0
13659.0,51,171,3321.68,0
13660.0,35,40,306.64,0
13661.0,238,17,325.24,1
13662.0,20,84,1352.35,0
13663.0,15,86,1858.04,0
13665.0,21,106,1711.6599999999999,0
13666.0,55,7,43.25,0
13668.0,18,293,6638.650000000001,0
13669.0,42,5,195.0,0
13671.0,29,64,172.6,0
13672.0,365,12,233.53000000000003,1
13674.0,67,14,240.68,0
13676.0,174,13,243.9,1
13677.0,39,106,551.24,0
13679.0,128,50,281.26,0
13680.0,106,452,7700.55,0
13683.0,92,10,258.6,0
13684.0,25,79,529.75,0
13686.0,15,26,337.04,0
13687.0,73,45,11880.84,0
13688.0,270,5,375.5,1
13689.0,79,3,349.5,0
13691.0,31,54,212.78,0
13692.0,43,43,1626.08,0
13693.0,9,106,2011.82,0
13694.0,8,957,131443.19,2
13695.0,212,6,266.6,1
13696.0,56,24,2020.4,0
13698.0,231,38,451.73,1
13699.0,185,23,455.57,1
13700.0,52,46,348.34,0
13701.0,81,9,161.0,0
13702.0,80,5,135.18,0
13703.0,50,36,326.06,0
13705.0,8,56,1323.47,0
13706.0,261,18,300.38,1
13707.0,64,107,2559.45,0
13709.0,81,72,1263.7,0
13710.0,58,7,329.04,0
13711.0,41,79,1540.2,0
13712.0,245,23,537.58,1
13713.0,43,80,740.76,0
13714.0,100,30,161.35,0
13715.0,7,423,7348.3,0
13717.0,92,22,318.29,0
13719.0,28,188,1741.4,0
13721.0,30,14,217.39999999999998,0
13722.0,55,104,3260.0,0
13723.0,27,52,994.23,0
13724.0,272,42,213.01,1
13727.0,246,63,740.6700000000001,1
13728.0,22,101,1839.03,0
13729.0,70,39,724.73,0
13733.0,45,29,487.03000000000003,0
13734.0,143,27,6695.6900000000005,0
13735.0,11,452,6879.2300000000005,0
13736.0,60,364,2022.67,0
13738.0,31,89,434.78000000000003,0
13739.0,162,3,75.3,1
13740.0,50,71,1232.02,0
13745.0,181,31,477.32,1
13746.0,48,9,176.69,0
13747.0,8,5,169.79999999999998,0
13748.0,8,31,1320.1,0
13750.0,15,51,1954.92,0
13752.0,162,19,404.45000000000005,1
13753.0,233,45,1353.31,1
13754.0,72,9,164.45000000000002,0
13756.0,2,203,3999.2300000000005,0
13757.0,309,8,195.55,1
13758.0,1,192,6226.43,0
13760.0,39,62,1076.85,0
13761.0,137,52,881.52,0
13762.0,228,28,2165.76,1
13763.0,52,35,3502.48,0
13764.0,204,163,1400.2,1
13765.0,288,17,352.821,1
13766.0,130,17,190.35,0
13767.0,4,427,18320.170000000002,2
13768.0,361,33,875.97,1
13769.0,2,150,3003.9100000000003,0
13770.0,57,48,785.37,0
13771.0,168,97,3094.37,1
13772.0,35,394,1977.39,0
13773.0,31,19,301.54,0
13775.0,225,63,1049.66,1
13776.0,63,2,623.98,0
13777.0,1,194,30501.260000000002,2
13778.0,126,35,945.79,0
13779.0,150,27,161.13,1
13780.0,42,41,372.06,0
13781.0,227,40,650.99,1
13782.0,88,125,877.22,0
13783.0,122,10,1542.09,0
13784.0,69,12,447.44,0
13785.0,63,30,542.49,0
13786.0,2,116,3127.99,0
13787.0,93,55,913.46,0
13788.0,140,1,3.75,1
13789.0,23,18,239.45999999999998,0
13792.0,57,10,188.4,0
13793.0,281,7,96.0,1
13794.0,181,9,126.03,1
13795.0,23,29,836.3,0
13796.0,134,22,289.7,0
13797.0,71,78,1179.45,0
13798.0,7,373,38683.02,2
13799.0,79,67,2114.71,0
13800.0,65,40,1121.24,0
13802.0,9,388,21659.69,2
13803.0,66,61,1061.84,0
13804.0,70,32,572.73,0
13807.0,2,25,422.2,0
13809.0,29,13,524.65,0
13813.0,162,74,1398.61,1
13814.0,162,22,678.2,1
13815.0,41,180,3448.38,0
13818.0,64,5,61.28,0
13819.0,304,65,1502.0,1
13820.0,53,89,652.75,0
13821.0,28,145,993.44,0
13823.0,15,123,2445.79,0
13824.0,14,54,1615.82,0
13825.0,256,40,255.59,1
13829.0,56,1,102.0,0
13830.0,216,11,156.85000000000002,1
13831.0,4,112,4795.09,0
13832.0,57,52,557.6899999999999,0
13833.0,39,16,316.56,0
13834.0,211,16,324.19,1
13835.0,154,16,260.7,1
13836.0,34,31,620.37,0
13838.0,4,287,1245.91,0
13839.0,121,7,139.95000000000002,0
13840.0,51,40,651.4,0
13842.0,1,149,2244.29,0
13843.0,16,18,319.75,0
13846.0,34,26,442.73,0
13847.0,354,19,310.72,1
13848.0,1,6,2080.0,0
13849.0,32,119,1931.35,0
13851.0,14,59,1955.0,0
13852.0,245,11,187.35000000000002,1
13854.0,0,71,4144.44,0
13855.0,135,73,1310.3400000000001,0
13856.0,98,40,753.53,0
13857.0,28,128,1001.01,0
13859.0,164,8,314.7,1
13861.0,64,21,273.26,0
13862.0,24,21,346.73,0
13863.0,100,50,933.77,0
13864.0,21,1,662.4000000000001,0
13869.0,16,534,4913.22,2
13870.0,22,126,2941.14,0
13871.0,63,66,1482.6,0
13872.0,162,57,919.57,1
13873.0,18,37,649.32,0
13874.0,139,51,1508.7,0
13875.0,22,166,3027.58,0
13877.0,105,20,332.44,0
13878.0,182,67,1145.33,1
13879.0,280,25,395.5,1
13880.0,2,64,1171.89,0
13881.0,10,279,28019.58,2
13883.0,38,174,3885.54,0
13884.0,11,123,1037.43,0
13888.0,39,132,1405.92,0
13889.0,17,68,1574.3300000000002,0
13890.0,9,63,1043.57,0
13891.0,13,99,859.21,0
13892.0,112,9,634.68,0
13895.0,150,68,1415.45,1
13896.0,260,21,388.55,1
13897.0,73,42,849.56,0
13898.0,46,34,530.47,0
13900.0,24,52,869.64,0
13901.0,9,161,2809.14,0
13902.0,267,63,34095.26,1
13903.0,35,10,165.45000000000002,0
13905.0,367,12,312.65,1
13906.0,44,1,42.0,0
13907.0,326,4,136.8,1
13909.0,58,38,282.85,0
13911.0,14,90,1654.08,0
13912.0,58,7,124.95,0
13913.0,141,3,42.22,1
13915.0,29,2,70.80000000000001,0
13916.0,98,74,1275.81,0
13919.0,59,49,975.87,0
13920.0,66,86,1774.68,0
13921.0,37,44,730.7,0
13922.0,72,23,692.95,0
13927.0,72,20,359.27,0
13929.0,51,48,2651.45,0
13931.0,27,213,4019.85,0
13935.0,231,80,6116.92,1
13936.0,17,33,563.08,0
13937.0,37,45,721.28,0
13939.0,66,65,992.41,0
13941.0,7,60,6009.34,0
13942.0,169,1,320.0,1
13943.0,212,15,246.54,1
13944.0,288,35,200.43,1
13945.0,29,51,854.15,0
13946.0,11,45,1314.66,0
13948.0,46,21,446.76,0
13952.0,15,272,9572.45,0
13953.0,44,5,3125.0,0
13955.0,10,52,221.10999999999999,0
13957.0,52,27,458.25,0
13958.0,14,227,4709.2300000000005,0
13959.0,34,67,470.73,0
13961.0,27,19,538.4,0
13962.0,70,12,193.25,0
13963.0,2,137,2347.33,0
13964.0,22,24,438.9,0
13965.0,111,24,996.61,0
13966.0,70,21,384.26,0
13967.0,31,4,85.6,0
13968.0,58,8,123.66,0
13969.0,0,470,4266.88,0
13970.0,21,13,846.55,0
13971.0,58,106,1909.31,0
13974.0,217,15,264.13,1
13975.0,28,408,2795.16,0
13976.0,141,46,834.38,0
13977.0,46,13,519.8100000000001,0
13979.0,28,339,2510.06,0
13980.0,74,52,568.68,0
13981.0,50,22,331.14,0
13982.0,0,137,2511.08,0
13983.0,1,233,4479.82,0
13984.0,1,77,1128.09,0
13985.0,9,131,2960.73,0
13987.0,14,46,682.54,0
13988.0,18,61,609.84,0
13989.0,99,45,759.98,0
13992.0,15,6,142.7,0
13993.0,14,140,3309.35,0
13995.0,14,144,2508.32,0
13996.0,21,33,895.76,0
13997.0,154,44,376.46,1
13998.0,81,31,566.7,0
13999.0,9,258,5600.45,0
14000.0,49,34,1410.68,0
14001.0,8,73,2487.01,0
14003.0,367,16,209.41,1
14004.0,28,70,1675.81,0
14006.0,163,47,1234.48,1
14007.0,147,5,79.48,1
14008.0,67,32,509.04,0
14009.0,97,32,404.3,0
14010.0,200,24,445.15,1
14011.0,115,32,457.82,0
14013.0,15,34,611.5500000000001,0
14014.0,11,37,1443.03,0
14016.0,31,287,7062.2,0
14017.0,206,14,229.75,1
14018.0,280,13,367.15000000000003,1
14020.0,111,33,606.21,0
14021.0,9,68,1084.68,0
14022.0,121,19,352.15000000000003,0
14024.0,25,18,318.04,0
14025.0,99,99,4057.9,0
14026.0,105,50,713.11,0
14028.0,185,9,10396.5,1
14030.0,1,609,5839.46,2
14031.0,0,528,23632.72,2
14032.0,1,101,1874.68,0
14033.0,190,1,109.44,1
14035.0,41,79,1366.73,0
14037.0,113,86,689.75,0
14038.0,32,69,1509.5,0
14039.0,210,4,115.08000000000001,1
14040.0,21,552,8963.49,2
14042.0,360,21,431.98,1
14043.0,126,41,302.6,0
14044.0,53,620,2431.28,2
14045.0,8,32,9653.279999999999,0
14047.0,7,132,2946.42,0
14048.0,17,56,338.76,0
14049.0,22,583,7444.68,2
14051.0,1,122,6784.01,0
14052.0,25,65,241.3,0
14053.0,32,5,312.05,0
14055.0,212,23,795.3199999999999,1
14057.0,16,164,2135.0,0
14058.0,97,24,469.19,0
14060.0,1,68,3378.66,0
14061.0,142,19,917.4300000000001,1
14062.0,9,229,15120.800000000001,0
14063.0,73,40,22710.2,0
14064.0,65,159,1925.9,0
14065.0,24,49,891.02,0
14068.0,238,84,1250.8700000000001,1
14069.0,149,41,225.81,1
14070.0,319,41,321.6,1
14072.0,301,19,390.85,1
14074.0,258,6,219.39999999999998,1
14075.0,38,38,792.61,0
14077.0,30,14,115.66,0
14078.0,8,96,640.34,0
14079.0,317,1,243.63,1
14080.0,48,79,1070.08,0
14081.0,4,763,4369.47,2
14082.0,27,36,231.10999999999999,0
14083.0,6,70,373.3,0
14084.0,147,7,150.5,1
14085.0,3,609,5607.43,2
14086.0,97,1,39.95,0
14087.0,39,145,638.0,0
14088.0,41,93,13544.99,0
14091.0,289,13,9530.08,1
14092.0,9,159,3152.54,0
14094.0,74,43,311.77,0
14095.0,357,1,2.95,1
14097.0,116,40,422.85999999999996,0
14099.0,10,271,2646.7400000000002,0
14101.0,23,55,3985.14,0
14104.0,24,114,527.3199999999999,0
14105.0,43,205,4722.6,0
14106.0,372,1,214.79999999999998,1
14107.0,83,113,2174.07,0
14108.0,366,18,447.05,1
14110.0,70,244,7304.8,0
14112.0,86,166,2919.44,0
14113.0,10,88,5252.1900000000005,0
14114.0,30,59,977.5600000000001,0
14115.0,136,22,622.6700000000001,0
14118.0,63,15,458.45,0
14119.0,10,11,183.37,0
14122.0,41,13,362.42,0
14123.0,368,24,436.18,1
14126.0,79,28,466.33000000000004,0
14127.0,15,73,1190.3700000000001,0
14128.0,186,19,286.71,1
14129.0,34,57,1467.48,0
14130.0,10,154,1377.86,0
14131.0,283,46,168.22,1
14133.0,368,8,305.5,1
14134.0,17,180,11123.35,0
14135.0,2,122,4953.61,0
14136.0,35,106,1570.81,0
14137.0,330,11,332.7,1
14139.0,125,43,670.98,0
14142.0,8,44,671.34,0
14144.0,121,1,30.599999999999998,0
14145.0,94,14,3857.85,0
14146.0,18,246,5259.3,0
14147.0,23,25,2106.8,0
14148.0,49,14,309.09000000000003,0
14151.0,308,44,679.45,1
14152.0,22,84,1376.05,0
14153.0,118,17,233.4,0
14154.0,16,240,5115.08,0
14156.0,6,2646,196549.74,3
14157.0,24,39,553.8000000000001,0
14159.0,14,661,3230.45,2
14160.0,245,107,8421.47,1
14161.0,4,199,2182.46,0
14163.0,97,6,148.71,0
14166.0,140,51,251.15,0
14167.0,99,65,711.7,0
14168.0,55,15,370.45,0
14169.0,65,64,621.51,0
14170.0,10,145,570.18,0
14171.0,365,6,135.0,1
14172.0,240,44,369.02,1
14173.0,276,4,135.16,1
14175.0,53,182,4456.58,0
14176.0,2,15,339.11,0
14177.0,16,164,1660.23,0
14180.0,7,61,1570.73,0
14181.0,45,52,308.35,0
14182.0,78,50,678.77,0
14183.0,46,34,278.34000000000003,0
14186.0,62,104,1550.63,0
14187.0,108,8,123.5,0
14189.0,3,51,1160.31,0
14190.0,301,1,79.9,1
14191.0,29,6,132.9,0
14192.0,23,14,293.74,0
14193.0,31,22,356.8,0
14194.0,27,373,7321.07,0
14195.0,74,9,1603.6,0
14197.0,45,20,390.05,0
14198.0,35,52,868.33,0
14199.0,58,16,906.3,0
14200.0,252,21,379.2,1
14201.0,44,18,446.1,0
14202.0,16,29,847.76,0
14203.0,32,16,339.34,0
14204.0,57,181,874.22,0
14205.0,29,99,1947.5,0
14206.0,23,51,856.85,0
14207.0,322,2,157.8,1
14208.0,186,25,415.31,1
14209.0,20,144,2919.84,0
14210.0,6,227,3955.6800000000003,0
14211.0,46,128,2161.19,0
14212.0,80,12,1119.6599999999999,0
14213.0,39,5,1192.2,0
14215.0,3,84,1626.61,0
14216.0,49,18,310.74,0
14217.0,1,81,1411.91,0
14219.0,44,36,543.89,0
14220.0,202,17,882.5999999999999,1
14221.0,84,154,3084.69,0
14224.0,25,116,831.98,0
14225.0,69,86,2031.07,0
14226.0,76,31,770.34,0
14227.0,49,202,3017.75,0
14228.0,72,38,745.5,0
14229.0,38,32,1046.84,0
14230.0,70,33,979.8000000000001,0
14231.0,85,19,309.91,0
14233.0,100,38,1441.55,0
14235.0,133,69,1573.1299999999999,0
14236.0,7,35,1253.78,0
14237.0,8,26,471.14,0
14238.0,297,5,287.38,1
14239.0,66,98,1882.3200000000002,0
14240.0,58,19,357.15,0
14241.0,331,2,120.0,1
14243.0,0,230,4842.28,0
14244.0,295,16,366.41999999999996,1
14247.0,39,93,616.79,0
14248.0,94,39,730.37,0
14249.0,45,272,5400.461,0
14252.0,16,10,350.99,0
14253.0,128,12,363.40000000000003,0
14254.0,67,23,601.03,0
14255.0,181,1,1000.63,1
14256.0,126,80,1491.73,0
14257.0,15,134,2854.73,0
14258.0,30,189,19381.36,0
14260.0,106,51,824.28,0
14263.0,58,16,322.93,0
14264.0,14,62,1183.39,0
14265.0,99,48,843.17,0
14266.0,63,1,40.56,0
14268.0,105,19,354.85,0
14269.0,74,16,295.73,0
14271.0,44,28,101.86,0
14272.0,197,31,482.85,1
14274.0,321,15,256.6,1
14275.0,30,23,1189.3799999999999,0
14276.0,42,57,982.94,0
14277.0,46,157,13009.61,0
14278.0,44,13,205.83,0
14279.0,155,3,191.86,1
14281.0,43,7,245.15,0
14282.0,2,98,4120.32,0
14283.0,98,41,628.4399999999999,0
14284.0,288,35,704.4,1
14285.0,148,34,1374.41,1
14286.0,39,219,3851.0099999999998,0
14290.0,48,50,2201.91,0
14291.0,15,257,4020.85,0
14292.0,45,93,4354.32,0
14293.0,3,73,2221.37,0
14294.0,42,23,375.34,0
14295.0,73,67,2196.71,0
14296.0,56,27,456.40000000000003,0
14298.0,10,1227,39667.19,2
14299.0,0,197,10533.87,0
14301.0,51,40,1352.04,0
14302.0,65,28,742.9000000000001,0
14303.0,42,22,277.94,0
14304.0,14,71,1341.56,0
14306.0,13,13,1058.0800000000002,0
14307.0,8,130,2075.31,0
14308.0,184,2,1147.02,1
14309.0,48,72,1428.28,0
14310.0,67,22,492.1,0
14311.0,202,11,206.19,1
14312.0,13,93,1478.7,0
14314.0,65,2,109.80000000000001,0
14315.0,199,32,716.69,1
14316.0,57,31,1370.34,0
14318.0,95,9,158.02,0
14319.0,59,26,494.85,0
14320.0,181,50,868.96,1
14321.0,66,56,687.3100000000001,0
14322.0,64,13,474.1,0
14324.0,44,41,701.61,0
14325.0,204,18,245.48000000000002,1
14326.0,98,49,757.13,0
14327.0,17,94,1583.28,0
14328.0,73,1,445.05,0
14329.0,10,294,4912.38,0
14330.0,258,13,200.63,1
14332.0,16,37,1077.2,0
14334.0,60,96,1766.27,0
14338.0,171,19,339.88,1
14339.0,63,9,310.75,0
14341.0,55,137,2285.04,0
14342.0,67,12,249.88,0
14343.0,56,234,1079.66,0
14344.0,2,172,2443.77,0
14346.0,60,86,1294.17,0
14347.0,371,6,82.6,1
14350.0,15,41,689.1,0
14353.0,45,19,285.9,0
14355.0,0,60,840.0500000000001,0
14358.0,24,25,400.06,0
14361.0,213,14,214.70999999999998,1
14363.0,37,8,227.47000000000003,0
14365.0,29,51,634.68,0
14366.0,160,1,136.0,1
14369.0,277,26,469.13,1
14370.0,85,44,1175.78,0
14372.0,78,38,860.08,0
14374.0,176,7,108.0,1
14375.0,85,139,871.26,0
14376.0,318,18,215.46,1
14378.0,256,9,131.25,1
14379.0,28,82,917.06,0
14380.0,317,1,48.96,1
14381.0,86,56,423.26,0
14382.0,25,153,578.14,0
14384.0,135,3,58.5,0
14388.0,7,228,3488.16,0
14389.0,59,42,854.55,0
14390.0,7,202,1731.16,0
14391.0,211,14,135.6,1
14392.0,67,14,266.4,0
14394.0,199,6,93.8,1
14395.0,7,458,4630.7,0
14396.0,6,210,1591.74,0
14398.0,36,53,707.79,0
14399.0,29,192,2108.21,0
14400.0,43,48,1157.77,0
14401.0,59,84,2744.42,0
14402.0,287,8,285.6,1
14403.0,224,5,404.7,1
14404.0,4,106,1404.04,0
14405.0,21,2,195.0,0
14408.0,106,22,1503.2400000000002,0
14409.0,3,52,1696.64,0
14410.0,11,196,1531.63,0
14412.0,59,41,656.16,0
14413.0,45,74,643.47,0
14414.0,9,21,902.35,0
14415.0,14,655,6124.52,2
14417.0,22,117,524.65,0
14419.0,17,23,202.85,0
14420.0,31,64,1251.65,0
14421.0,147,69,1656.26,1
14422.0,9,330,6007.88,0
14423.0,72,12,651.41,0
14425.0,69,39,661.39,0
14426.0,38,380,7246.27,0
14427.0,129,27,900.1800000000001,0
14429.0,38,22,516.28,0
14430.0,146,35,1220.9,1
14431.0,14,64,2143.84,0
14433.0,100,74,280.7,0
14435.0,136,3,90.42,0
14436.0,188,2,182.64000000000001,1
14437.0,0,42,873.34,0
14439.0,78,97,6781.8,0
14440.0,0,86,4281.05,0
14441.0,9,103,2898.8,0
14442.0,49,120,3777.2,0
14443.0,3,60,966.27,0
14444.0,91,11,120.44,0
14445.0,90,32,221.65,0
14446.0,21,42,189.93,0
14447.0,35,36,548.5,0
14449.0,7,283,1555.4,0
14450.0,14,36,645.19,0
14451.0,24,407,2614.78,0
14452.0,30,69,399.9,0
14454.0,11,110,977.3,0
14455.0,67,77,617.72,0
14458.0,15,47,228.07,0
14459.0,286,76,3537.821,1
14460.0,31,26,659.16,0
14461.0,17,456,4573.85,0
14462.0,67,48,262.24,0
14463.0,134,2,256.95,0
14464.0,203,4,111.0,1
14465.0,63,70,2887.4100000000003,0
14466.0,7,144,2374.5,0
14467.0,24,214,1606.98,0
14468.0,368,12,204.24,1
14469.0,51,145,2093.46,0
14470.0,65,17,250.85,0
14471.0,226,41,400.95,1
14472.0,324,44,266.05,1
14474.0,214,98,711.23,1
14475.0,43,6,225.3,0
14477.0,71,4,660.0,0
14478.0,17,68,1276.66,0
14479.0,0,131,982.86,0
14480.0,37,52,1020.47,0
14481.0,42,120,1648.18,0
14482.0,14,107,2283.91,0
14483.0,371,4,120.0,1
14484.0,36,39,749.0600000000001,0
14486.0,146,6,175.5,1
14487.0,3,41,225.89000000000001,0
14489.0,72,70,1111.55,0
14490.0,41,80,1273.47,0
14491.0,7,4,127.2,0
14492.0,65,92,1921.91,0
14493.0,25,235,2704.62,0
14494.0,36,10,261.9,0
14495.0,294,1,51.0,1
14496.0,8,92,2129.42,0
14497.0,308,11,221.69,1
14498.0,36,176,1943.51,0
14499.0,9,121,1293.3500000000001,0
14505.0,39,790,6019.65,2
14506.0,4,148,1256.6000000000001,0
14507.0,13,163,1848.8600000000001,0
14508.0,11,122,554.87,0
14509.0,169,25,110.95,1
14510.0,10,75,979.85,0
14512.0,18,56,940.69,0
14513.0,71,7,332.42,0
14514.0,71,250,3389.84,0
14515.0,22,75,1647.17,0
14516.0,151,35,151.17,1
14519.0,318,38,203.14,1
14521.0,126,17,199.45000000000002,0
14522.0,230,28,773.8800000000001,1
14524.0,44,125,1066.03,0
14525.0,63,244,3810.64,0
14526.0,24,41,258.65,0
14527.0,0,1725,19257.08,2
14530.0,31,260,3226.76,0
14531.0,114,29,376.34,0
14532.0,46,250,2912.93,0
14533.0,42,27,1516.65,0
14534.0,32,207,1790.36,0
14535.0,30,497,3118.39,0
14537.0,258,13,285.84000000000003,1
14538.0,165,33,982.59,1
14540.0,14,193,2756.98,0
14541.0,51,70,1038.03,0
14543.0,15,141,10988.14,0
14544.0,105,76,934.23,0
14545.0,309,23,349.25,1
14546.0,11,393,2610.91,0
14548.0,119,106,1888.49,0
14549.0,55,87,624.36,0
14550.0,23,50,587.69,0
14551.0,46,69,691.86,0
14552.0,15,97,343.71,0
14553.0,46,175,959.33,0
14555.0,16,98,1991.49,0
14556.0,231,196,815.69,1
14558.0,289,15,655.5,1
14559.0,25,2,75.6,0
14560.0,14,126,3876.2599999999998,0
14562.0,25,182,1631.38,0
14563.0,144,106,640.54,0
14564.0,69,107,2605.62,0
14565.0,108,33,760.1,0
14566.0,52,12,2660.0,0
14568.0,70,47,919.7,0
14569.0,87,22,369.94,0
14570.0,78,39,395.69,0
14571.0,60,30,160.0,0
14572.0,52,245,2722.34,0
14573.0,7,153,925.3,0
14574.0,367,11,143.70000000000002,1
14575.0,123,72,420.22,0
14576.0,7,1,35.400000000000006,0
14577.0,29,59,504.44,0
14579.0,67,25,105.56,0
14580.0,153,1,14.850000000000001,1
14581.0,179,43,271.05,1
14583.0,18,162,673.33,0
14584.0,56,120,705.1,0
14585.0,17,82,986.22,0
14588.0,213,16,135.39,1
14589.0,6,3,39.75,0
14590.0,59,202,2993.37,0
14593.0,32,460,3048.38,0
14594.0,8,31,255.0,0
14595.0,88,34,423.85,0
14596.0,261,53,222.22000000000003,1
14597.0,14,48,1318.3899999999999,0
14598.0,204,40,162.07,1
14599.0,25,79,457.89,0
14600.0,28,29,471.84000000000003,0
14602.0,291,31,205.35999999999999,1
14604.0,268,23,143.85999999999999,1
14605.0,9,108,921.5600000000001,0
14606.0,1,3802,18482.1,2
14607.0,102,122,7553.63,0
14608.0,14,23,1567.79,0
14609.0,25,9,884.64,0
14610.0,30,10,24.35,0
14611.0,78,38,604.3299999999999,0
14612.0,50,14,877.7,0
14613.0,315,1,76.32000000000001,1
14614.0,21,19,295.13,0
14615.0,29,48,951.76,0
14616.0,20,2,121.7,0
14617.0,37,9,190.47000000000003,0
14618.0,11,35,788.88,0
14619.0,176,40,896.8000000000001,1
14621.0,146,67,1212.21,1
14623.0,15,149,1130.28,0
14624.0,50,38,588.22,0
14625.0,9,213,3598.25,0
14626.0,30,110,2619.65,0
14627.0,14,29,462.75,0
14628.0,77,62,1326.04,0
14630.0,119,21,338.65,0
14631.0,21,50,1018.71,0
14634.0,72,109,2124.46,0
14635.0,88,15,215.22,0
14637.0,312,7,106.67999999999999,1
14639.0,43,120,1994.47,0
14640.0,44,98,1541.98,0
14643.0,252,31,986.08,1
14644.0,49,36,1416.96,0
14645.0,269,18,279.8,1
14646.0,9,1773,248396.5,3
14647.0,158,20,270.0,1
14648.0,51,431,4466.65,0
14649.0,17,341,2248.6,0
14650.0,223,4,62.5,1
14651.0,29,182,1371.77,0
14653.0,148,148,1666.41,0
14654.0,373,27,246.86,1
14655.0,23,54,1946.28,0
14656.0,50,127,498.95,0
14657.0,64,83,601.97,0
14662.0,62,81,635.06,0
14663.0,65,68,490.6,0
14665.0,62,42,913.95,0
14667.0,0,775,12418.01,2
14668.0,80,12,111.63,0
14669.0,268,221,1957.54,1
14670.0,367,56,190.47,1
14671.0,184,55,1127.45,1
14672.0,150,45,347.59,1
14673.0,2,89,1674.41,0
14674.0,144,14,173.66,1
14675.0,23,124,419.22,0
14676.0,29,91,5808.55,0
14677.0,227,14,184.91,1
14678.0,214,24,403.39,1
14679.0,16,63,1289.44,0
14680.0,6,1030,28615.27,2
14681.0,22,13,376.20000000000005,0
14682.0,63,84,1462.81,0
14683.0,223,21,146.56,1
14684.0,25,96,228.52,0
14685.0,211,187,4536.64,1
14686.0,49,219,852.53,0
14687.0,35,25,773.6800000000001,0
14688.0,8,184,2056.3,0
14690.0,27,55,422.63,0
14692.0,15,91,1123.59,0
14693.0,60,67,992.46,0
14694.0,252,15,244.31,1
14695.0,154,82,1534.22,1
14696.0,8,42,688.95,0
14699.0,70,42,593.47,0
14700.0,50,55,880.96,0
14701.0,77,268,1961.02,0
14702.0,0,366,3427.44,0
14704.0,59,62,258.96,0
14706.0,253,25,367.54,1
14707.0,70,2,139.2,0
14708.0,3,25,1085.91,0
14709.0,14,161,3965.29,0
14710.0,14,296,1300.31,0
14712.0,53,7,411.0,0
14713.0,0,363,2752.5099999999998,0
14714.0,42,83,746.05,0
14715.0,77,66,958.0699999999999,0
14716.0,79,45,235.77,0
14717.0,368,11,81.3,1
14718.0,45,11,226.42,0
14721.0,14,25,109.07,0
14722.0,112,59,309.1,0
14723.0,6,199,927.89,0
14724.0,225,41,341.9,1
14725.0,29,53,597.16,0
14726.0,289,15,116.5,1
14727.0,181,36,195.15,1
14728.0,48,14,190.58,0
14729.0,8,132,586.24,0
14732.0,27,130,2814.58,0
14733.0,2,145,6579.26,0
14734.0,60,63,1056.42,0
14735.0,23,172,6174.47,0
14736.0,120,88,374.05,0
14737.0,35,28,2389.62,0
14738.0,195,26,507.45,1
14739.0,2,196,8385.22,0
14740.0,44,142,2712.85,0
14741.0,7,26,497.25,0
14742.0,70,34,579.85,0
14743.0,227,3,50.48,1
14744.0,1,95,2785.1,0
14745.0,136,71,1331.15,0
14746.0,41,9,593.5,0
14748.0,3,102,1736.57,0
14749.0,114,18,310.15,0
14750.0,371,32,112.03,1
14751.0,319,7,126.45,1
14753.0,95,18,306.36,0
14754.0,60,95,909.88,0
14755.0,16,240,4962.27,0
14756.0,17,81,1914.8,0
14758.0,31,65,1380.9099999999999,0
14761.0,79,13,192.02,0
14762.0,261,9,117.05000000000001,1
14766.0,1,205,4082.76,0
14767.0,109,18,382.81,0
14769.0,25,336,5097.13,0
14770.0,102,145,2761.2200000000003,0
14771.0,256,47,594.62,1
14773.0,227,10,140.55,1
14774.0,163,13,241.45,1
14775.0,7,20,406.56,0
14776.0,22,73,1170.0,0
14777.0,38,16,307.56,0
14783.0,294,17,307.3,1
14784.0,24,12,159.94,0
14786.0,185,7,90.96,1
14787.0,106,15,110.65,0
14788.0,231,28,476.88,1
14790.0,9,99,1781.56,0
14791.0,241,19,303.63,1
14793.0,170,25,396.91,1
14794.0,37,24,633.99,0
14796.0,1,411,2865.05,0
14797.0,142,16,300.31,1
14798.0,16,37,550.5699999999999,0
14799.0,372,10,180.45,1
14800.0,4,268,3415.38,0
14802.0,73,2,1502.98,0
14805.0,39,81,536.15,0
14806.0,74,9,110.03999999999999,0
14807.0,25,38,504.14,0
14809.0,256,18,686.76,1
